NAME X Y KRON_FLUX REDSHIFT QUALITY
585 150.99 1508.74 7.33 0.2286 1.63
586 1129.95 1519.34 39.72 0.2257 1.44
587 1715.01 1518.35 14.53 0.224 1.41
588 908.36 1520.42 28.2 0.2241 1.36
589 1517.2 1520.29 10.18 0.2281 1.59
590 310.78 1529.43 9.07 0.2336 1.47
591 277.01 1533.4 7.39 0.2339 1.68
592 837.59 1535.58 32.79 0.215 1.38
593 888.77 1540.41 8.07 0.2343 1.53
594 1389.5 1543.33 32.3 0.2307 1.93
595 1516.57 1542.13 12.46 0.2378 1.71
596 1760.2 1542.55 15.31 0.2287 1.41
597 1325.9 1546.42 59.36 0.2371 7.41
598 1893.15 1549.11 14.71 0.2222 1.67
599 1447.13 1549.9 7.16 0.2258 1.67
600 197.23 1554.24 10.9 0.2287 2.59
601 890.55 1571.67 20.27 0.224 1.8
602 1049.48 1572.38 20.19 0.2429 4.65
603 1427.73 1573.47 19.7 0.2243 2.6
604 1806.46 1581.39 37.22 0.2244 1.39
605 1558.43 1579.51 12.46 0.2235 2.03
606 740.85 1584.15 7.45 0.2403 2.07
607 1245.68 1587.59 6.99 0.2287 1.63
608 1827.56 1592.76 85.59 0.2345 1.22
609 1614.89 1595.65 12.82 0.2235 1.36
610 135.62 1603.25 197.83 0.236 1.34
611 419.03 1599.61 21.69 0.2243 1.56
612 851.6 1599.38 7.02 0.2339 2.38
613 1116.02 1605.57 7.39 0.2279 1.66
614 244.41 1611.81 4.91 0.24 2.97
615 1347.27 1615.75 42.72 0.2241 1.42
616 1162.92 1622.69 412.57 0.2282 1.28
617 209.1 1624.44 13.87 0.229 1.88
618 1331.81 1630.13 34.59 0.2281 1.35
619 1797.99 1626.47 6.28 0.2269 2.66
620 1407.51 1630.34 19.54 0.2289 2.06
621 631.51 1632.2 35.52 0.2237 1.52
622 328.09 1635.48 20.4 0.229 2.27
623 905.77 1638.11 65.29 0.2238 1.26
624 1668.12 1641.17 75.62 0.2359 1.24
625 353.18 1637.46 8.52 0.2473 0.01
626 276.55 1640.21 20.17 0.2241 2.03
627 351.89 1641.55 28.84 0.2351 3.16
628 538.8 1650.8 83.04 0.2225 2.98
629 870.02 1646.08 19.92 0.2389 4.25
630 354.44 1647.71 13.84 0.2397 3.15
631 131.82 1666.74 2848.64 0.2314 1.39
632 648.98 1651.0 11.2 0.2241 2.09
633 862.73 1656.95 23.29 0.2383 4.33
634 777.88 1659.1 8.87 0.2225 1.45
635 1171.94 1659.88 11.07 0.2154 1.62
636 1432.14 1664.7 10.23 0.215 1.72
637 248.06 1673.71 86.8 0.2346 1.25
638 1290.39 1670.48 8.69 0.238 2.02
639 1761.98 1676.51 51.5 0.2244 1.56
640 850.19 1674.75 11.34 0.2382 6.76
641 525.07 1679.54 32.54 0.2222 1.7
642 1211.79 1680.98 26.76 0.2243 1.71
643 1518.8 1683.91 6.83 0.2252 0.92
644 817.9 1689.54 28.79 0.2243 1.39
645 559.69 1693.24 12.94 0.222 1.47
646 1226.09 1692.83 12.23 0.2388 5.42
647 735.83 1697.14 42.92 0.2267 1.28
648 991.42 1696.21 4.97 0.2272 2.13
649 259.48 1703.99 5.26 0.2327 3.41
650 1382.92 1711.99 15.08 0.2263 2.02
651 350.0 1713.71 10.43 0.2359 2.66
652 884.42 1717.16 32.5 0.2225 2.3
653 488.05 1717.6 33.87 0.2243 1.48
654 933.02 1726.69 34.4 0.2243 1.48
655 468.46 1725.17 11.74 0.2365 3.57
656 349.6 1725.83 7.25 0.2412 2.41
657 460.8 1730.12 43.98 0.2249 2.38
658 1549.78 1727.44 12.7 0.24 1.8
659 1529.31 1731.74 23.9 0.2241 1.65
660 743.28 1733.34 12.31 0.2394 1.91
661 1431.08 1740.89 77.18 0.2154 1.5
662 1668.94 1734.67 9.61 0.2151 2.02
663 704.26 1736.07 11.69 0.2327 1.89
664 1325.98 1735.6 10.32 0.2235 10.27
665 424.33 1744.29 119.27 0.2339 1.36
666 444.52 1745.46 26.99 0.2244 1.46
667 1459.19 1753.41 8.85 0.2273 2.76
668 952.61 1755.44 15.59 0.2287 1.54
669 1729.73 1758.48 21.52 0.2339 2.74
670 1312.54 1763.85 41.44 0.2241 1.4
671 947.11 1762.82 11.47 0.2249 2.21
672 1444.92 1775.42 86.43 0.2319 1.26
673 1138.85 1782.51 7.1 0.2383 1.88
674 533.49 1787.16 47.36 0.2243 1.67
675 462.76 1787.86 15.75 0.2287 1.77
676 1159.9 1787.51 10.29 0.2378 2.1
677 1436.79 1790.33 17.03 0.2275 7.06
678 1679.21 1805.99 146.22 0.2241 1.32
679 1045.82 1805.57 10.88 0.2366 2.09
680 1289.99 1809.45 62.93 0.2382 6.45
681 859.38 1812.54 51.85 0.2293 1.64
682 1194.7 1816.95 22.29 0.2243 1.45
683 592.88 1815.13 7.2 0.2401 1.62
684 1340.38 1826.68 99.89 0.2316 1.28
685 1360.13 1828.05 14.01 0.2228 9.34
686 1176.81 1831.19 17.2 0.215 1.88
687 1812.49 1833.63 11.91 0.2327 1.67
688 1124.71 1835.97 6.85 0.222 1.91
689 574.47 1842.65 49.24 0.2243 1.34
690 1097.93 1839.48 15.77 0.215 1.56
691 969.36 1843.99 21.44 0.2362 6.18
692 1114.08 1844.25 11.93 0.2243 1.62
693 1735.94 1857.04 27.21 0.2244 1.48
694 1789.27 1873.09 228.82 0.2286 1.31
695 1906.64 1866.59 12.42 0.2439 1.82
696 1708.12 1869.66 19.63 0.2247 2.45
697 1913.25 1873.64 27.48 0.2339 2.91
698 1510.07 1875.58 8.17 0.215 1.3
699 727.61 1888.37 6.75 0.2375 1.7
700 1320.32 1898.84 30.37 0.2243 1.34
701 82.61 1897.61 13.67 0.215 1.98
702 548.69 1900.8 13.84 0.2241 4.13
703 197.55 1902.23 4.87 0.2241 1.72
704 1294.13 1905.91 15.32 0.2308 1.5
705 1498.77 1910.88 22.54 0.2241 2.14
706 1898.98 1908.16 6.79 0.2153 1.49
707 439.38 1910.14 11.89 0.2409 1.52
708 247.24 1912.94 11.78 0.2395 2.16
709 1480.19 1913.21 24.85 0.2238 5.84
710 1225.9 1918.92 28.37 0.215 1.43
711 537.19 1931.08 32.32 0.215 1.47
712 782.8 1929.97 7.39 0.2372 1.92
713 190.62 1956.43 129.48 0.2287 1.54
714 319.77 1949.31 8.28 0.2282 1.53
715 1400.73 1952.08 12.18 0.2234 2.03
716 1674.38 1960.03 89.91 0.2243 1.42
717 1140.51 1955.14 10.66 0.2438 1.52
718 1813.7 1957.22 35.52 0.2362 2.94
719 693.43 1960.74 10.11 0.2426 1.87
720 1743.31 1961.53 11.62 0.2281 1.83
721 286.38 1962.88 4.28 0.2369 1.75
